Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,Fwd IAT Mean,Bwd IAT Mean,Active Mean,Idle Mean,Label
1.5003681182861328,12,12,1947,2521,970,66,162.25,1346,66,210.08333333333334,2977935.84490704,15996.07436834578,480,480,7998.03718417289,7998.03718417289,66,1346,186.16666666666666,303.8097906402769,92300.38888888888,0.00013639710166237572,0.00013639710166237572,0,6.25153382619222e-05,BruteForce
38.00010681152344,17,26,2721,3941,970,66,160.05882352941177,1346,66,151.57692307692307,175315.29669226523,1131.575766701802,680,1040,447.3671635797822,684.2086031220198,66,1346,154.93023255813952,231.33127311974428,53514.157923201725,0.002375006675720215,0.0015200042724609374,0,0.0008837234142214753,BruteForce
45.00007629394531,17,25,2705,3875,970,66,159.11764705882354,1346,66,155,146221.9743144153,933.3317509430764,680,1000,377.77713728648325,555.554613656593,66,1346,156.66666666666666,233.6745464332683,54603.793650793654,0.002812504768371582,0.0018541614214579265,0,0.0010714303879510788,BruteForce
31.000375747680664,16,26,2647,3941,970,66,165.4375,1346,66,151.57692307692307,212513.55317823496,1354.8222880215344,640,1040,516.1227763891559,838.6995116323784,66,1346,156.85714285714286,233.66577386847015,54599.69387755103,0.0020666917165120444,0.0012400150299072266,0,0.0007381041844685873,BruteForce
33.00046920776367,16,25,2623,3875,970,66,163.9375,1346,66,155,196906.29121331658,1242.4065773693412,640,1000,484.8415911685234,757.5649862008179,66,1346,158.4878048780488,236.09342114895023,55740.10350981558,0.00216671625773112,0.0013750195503234863,0,0.0008048894928722847,BruteForce
32.012939453125,16,26,2615,3941,970,66,163.4375,1346,66,151.57692307692307,204792.1906577693,1311.9694947569114,640,1040,499.79790276453764,812.1715919923737,66,1346,156.0952380952381,233.69993067258682,54615.65759637188,0.0021341959635416668,0.001280517578125,0,0.0007622128441220238,BruteForce
38.99979591369629,17,26,2705,3941,970,66,159.11764705882354,1346,66,151.57692307692307,170411.14816875232,1102.5698722925595,680,1040,435.8997169528723,666.6701553396871,66,1346,154.5581395348837,231.34533758959927,53520.665224445656,0.002437487244606018,0.0015599918365478515,0,0.000906971997992937,BruteForce
41.0001277923584,17,26,2689,3941,970,66,158.1764705882353,1346,66,151.57692307692307,161706.81305134125,1048.7772188850186,680,1040,414.63285397779805,634.1443649072206,66,1346,154.1860465116279,231.35880277018558,53526.895619253635,0.0025625079870224,0.001640005111694336,0,0.0009534913440083348,BruteForce
39.499759674072266,16,26,2623,3941,970,66,163.9375,1346,66,151.57692307692307,166178.22625155427,1063.2976085565629,640,1040,405.0657556405954,658.2318529159675,66,1346,156.28571428571428,233.69162481827217,54611.77551020408,0.0026333173116048175,0.0015799903869628906,0,0.0009404704684302921,BruteForce
4.000186920166016,3,3,229,206,89,66,76.33333333333333,74,66,68.66666666666667,108744.91834545237,1499.9299082131363,120,120,749.9649541065681,749.9649541065681,66,89,72.5,8.200609733428363,67.25,0.0015003681182861328,0.002000093460083008,0,0.0006666978200276693,BruteForce
